word,meaning,level,part_of_speech,example
(v.) emphasize,(動) 強調する,B1,verb,She emphasized the importance of reading.
(v.) enable,(動) 可能にする,B1,verb,Technology enables faster communication.
(v.) establish,(動) 確立する,B1,verb,She established a new company.
(v.) evaluate,(動) 評価する,B1,verb,We need to evaluate our progress.
(v.) examine,(動) 調べる,B1,verb,The doctor examined her carefully.
(v.) expand,(動) 拡張する,B1,verb,The company plans to expand abroad.
(v.) explore,(動) 探索する,B1,verb,She loves to explore new places.
(v.) express,(動) 表現する,B1,verb,Express your ideas clearly.
(v.) focus,(動) 集中する,B1,verb,Focus on your goals.
(v.) generate,(動) 生み出す,B1,verb,The project will generate new jobs.
(v.) identify,(動) 特定する,B1,verb,Try to identify the main problem.
(v.) implement,(動) 実施する,B1,verb,They implemented the new system.
(v.) indicate,(動) 示す,B1,verb,The data indicates a rise in temperature.
(v.) influence,(動) 影響を与える,B1,verb,Her parents influenced her greatly.
(v.) maintain,(動) 維持する,B1,verb,Maintain a healthy lifestyle.
(v.) obtain,(動) 得る,B1,verb,She obtained the highest score.
(v.) overcome,(動) 克服する,B1,verb,She overcame her fear of speaking.
(v.) participate,(動) 参加する,B1,verb,Participate actively in class.
(v.) predict,(動) 予測する,B1,verb,Scientists predicted the earthquake.
(v.) promote,(動) 促進する,B1,verb,The campaign promotes healthy eating.
(v.) propose,(動) 提案する,B1,verb,She proposed a new solution.
(v.) protect,(動) 守る,B1,verb,We must protect the environment.
(v.) provide,(動) 提供する,B1,verb,The school provides free meals.
(v.) recognize,(動) 認識する,B1,verb,I recognized her immediately.
(v.) reduce,(動) 減らす,B1,verb,We need to reduce pollution.
(v.) reflect,(動) 反映する・省みる,B1,verb,Please reflect on your experience.
(v.) reject,(動) 拒否する,B1,verb,She rejected the offer.
(v.) release,(動) 公開する,B1,verb,They released the new product today.
(v.) require,(動) 必要とする,B1,verb,This job requires good communication.
(v.) respond,(動) 返答する,B1,verb,Please respond to the email.
(v.) restrict,(動) 制限する,B1,verb,The government restricted travel.
(v.) reveal,(動) 明らかにする,B1,verb,She revealed the secret.
(v.) survive,(動) 生き残る,B1,verb,The plant survived the winter.
(adj.) accurate,(形) 正確な,B1,adj,Her answer was accurate.
(adj.) aggressive,(形) 攻撃的な,B1,adj,His aggressive behavior caused problems.
(adj.) ambitious,(形) 野心的な,B1,adj,She is very ambitious.
(adj.) ancient,(形) 古代の,B1,adj,They visited an ancient temple.
(adj.) beneficial,(形) 有益な,B1,adj,Exercise is beneficial to health.
(adj.) capable,(形) 能力のある,B1,adj,She is a capable leader.
(adj.) complex,(形) 複雑な,B1,adj,This is a complex problem.
(adj.) comprehensive,(形) 包括的な,B1,adj,She gave a comprehensive answer.
(adj.) conservative,(形) 保守的な,B1,adj,His views are quite conservative.
(adj.) consistent,(形) 一貫した,B1,adj,Her work is always consistent.
(adj.) controversial,(形) 議論を招く,B1,adj,This is a controversial topic.
(adj.) convenient,(形) 便利な,B1,adj,This app is very convenient.
(adj.) creative,(形) 創造的な,B1,adj,She is a very creative person.
(adj.) critical,(形) 重要な・批判的な,B1,adj,This is a critical moment.
(adj.) crucial,(形) 非常に重要な,B1,adj,Water is crucial for life.
(adj.) cultural,(形) 文化的な,B1,adj,There are many cultural differences.
(adj.) curious,(形) 好奇心のある,B1,adj,She is curious about everything.
(adj.) diverse,(形) 多様な,B1,adj,The class has a diverse group of students.
(adj.) efficient,(形) 効率的な,B1,adj,She is a very efficient worker.
(adj.) environmental,(形) 環境の,B1,adj,We face many environmental challenges.
(adj.) equal,(形) 平等な,B1,adj,Everyone deserves equal rights.
(adj.) essential,(形) 不可欠な,B1,adj,Water is essential for life.
(adj.) ethical,(形) 倫理的な,B1,adj,We must make ethical decisions.
(adj.) excessive,(形) 過度な,B1,adj,Excessive stress is bad for health.
(adj.) flexible,(形) 柔軟な,B1,adj,She has a flexible schedule.
(adj.) formal,(形) 公式の・フォーマルな,B1,adj,Please wear formal clothes.
(adj.) fundamental,(形) 基本的な,B1,adj,This is a fundamental right.
(adj.) global,(形) 世界的な,B1,adj,Climate change is a global issue.
(adj.) gradual,(形) 徐々の,B1,adj,There was a gradual improvement.
(adj.) harmful,(形) 有害な,B1,adj,Smoking is harmful to your health.
(adj.) honest,(形) 正直な,B1,adj,She is always honest with me.
(adj.) independent,(形) 独立した,B1,adj,She is very independent.
(adj.) individual,(形) 個々の,B1,adj,Every individual has rights.
(adj.) inevitable,(形) 避けられない,B1,adj,Change is inevitable.
(adj.) informal,(形) 非公式の,B1,adj,It was an informal meeting.
(adj.) innovative,(形) 革新的な,B1,adj,She had an innovative idea.
(adj.) logical,(形) 論理的な,B1,adj,His argument was logical.
(adj.) meaningful,(形) 意味のある,B1,adj,She had a meaningful conversation.
(adj.) numerous,(形) 多数の,B1,adj,There are numerous benefits.
(adj.) objective,(形) 客観的な,B1,adj,Try to be objective.
(adj.) outstanding,(形) 優れた,B1,adj,She did an outstanding job.
(adj.) passive,(形) 受動的な,B1,adj,She was passive during the debate.
(adj.) persistent,(形) 粘り強い,B1,adj,She is very persistent.
(adj.) practical,(形) 実用的な,B1,adj,This is a practical solution.
(adj.) realistic,(形) 現実的な,B1,adj,Let's set realistic goals.
(adj.) relevant,(形) 関連した,B1,adj,That point is not relevant.
(adj.) remarkable,(形) 注目すべき,B1,adj,She made remarkable progress.
(adj.) remote,(形) 遠隔の,B1,adj,The village is very remote.
(adj.) sustainable,(形) 持続可能な,B1,adj,We need sustainable energy.
(adj.) theoretical,(形) 理論的な,B1,adj,This is a theoretical concept.
(adv.) accordingly,(副) それに応じて,B1,adv,Adjust your plan accordingly.
(adv.) approximately,(副) 約・おおよそ,B1,adv,There are approximately fifty students.
(adv.) briefly,(副) 簡潔に,B1,adv,She briefly explained the idea.
(adv.) consistently,(副) 一貫して,B1,adv,She consistently performs well.
(adv.) consequently,(副) その結果として,B1,adv,He studied hard; consequently he passed.
(adv.) dramatically,(副) 劇的に,B1,adv,Prices have increased dramatically.
(adv.) effectively,(副) 効果的に,B1,adv,She communicates effectively.
(adv.) essentially,(副) 本質的に,B1,adv,The plan is essentially the same.
(adv.) frequently,(副) 頻繁に,B1,adv,She frequently visits the library.
(adv.) furthermore,(副) さらに,B1,adv,Furthermore we need better resources.
(adv.) gradually,(副) 徐々に,B1,adv,Her health gradually improved.
(adv.) largely,(副) 主に,B1,adv,The project was largely successful.
(adv.) merely,(副) 単に,B1,adv,This is merely an observation.
(adv.) moreover,(副) さらに,B1,adv,Moreover the plan saves money.
(adv.) nonetheless,(副) それでもなお,B1,adv,It was hard; nonetheless she finished.
(adv.) notably,(副) 特に,B1,adv,She is notably talented.
(adv.) overall,(副) 全体的に,B1,adv,Overall the plan is good.
(adv.) partially,(副) 部分的に,B1,adv,The work is partially complete.
(adv.) particularly,(副) 特に,B1,adv,I particularly enjoyed the lesson.
(adv.) precisely,(副) 正確に,B1,adv,Please follow the instructions precisely.
(adv.) primarily,(副) 主に,B1,adv,This problem is primarily financial.
(adv.) rapidly,(副) 急速に,B1,adv,Technology is rapidly changing.
(adv.) reasonably,(副) 合理的に,B1,adv,The price is reasonably low.
(adv.) relatively,(副) 比較的,B1,adv,The test was relatively easy.
(adv.) significantly,(副) 著しく,B1,adv,Her score improved significantly.
(adv.) simultaneously,(副) 同時に,B1,adv,She can do two things simultaneously.
(adv.) specifically,(副) 具体的に,B1,adv,Specifically I want to improve my reading.
(adv.) subsequently,(副) その後,B1,adv,She subsequently won the award.
(adv.) sufficiently,(副) 十分に,B1,adv,Is the room sufficiently large?
(adv.) thoroughly,(副) 徹底的に,B1,adv,She thoroughly checked her work.
(adv.) traditionally,(副) 伝統的に,B1,adv,This food is traditionally made in winter.
(adv.) typically,(副) 典型的に,B1,adv,She typically arrives early.
(adv.) ultimately,(副) 最終的に,B1,adv,Ultimately we must make a decision.
(phr.) as a result,(句) 結果として,B1,phrase,As a result of the rain the game was canceled.
(phr.) be aware of,(句) 〜を認識している,B1,phrase,Be aware of the risks.
(phr.) be responsible for,(句) 〜に責任がある,B1,phrase,She is responsible for the project.
(phr.) come up with,(句) 思いつく,B1,phrase,She came up with a great idea.
(phr.) deal with,(句) 対処する,B1,phrase,How do you deal with stress?
(phr.) depend on,(句) 〜に依存する,B1,phrase,It depends on the weather.
(phr.) go through,(句) 経験する,B1,phrase,She went through a difficult time.
(phr.) in order to,(句) 〜するために,B1,phrase,Study hard in order to pass.
(phr.) in spite of,(句) 〜にもかかわらず,B1,phrase,In spite of the rain they continued.
(phr.) lead to,(句) 〜につながる,B1,phrase,Hard work leads to success.
(phr.) look forward to,(句) 〜を楽しみにする,B1,phrase,I look forward to seeing you.
(phr.) make a difference,(句) 違いをもたらす,B1,phrase,Your help really made a difference.
(phr.) on the other hand,(句) 一方で,B1,phrase,On the other hand there are risks.
(phr.) point of view,(句) 観点・見方,B1,phrase,From my point of view this is wrong.
(phr.) take advantage of,(句) 〜を活用する,B1,phrase,Take advantage of every opportunity.
(phr.) take part in,(句) 〜に参加する,B1,phrase,She took part in the competition.
(conj.) whereas,(接) 〜である一方,B1,conj,She likes coffee whereas he prefers tea.
(conj.) unless,(接) 〜でなければ,B1,conj,Unless you study you will fail.
(prep.) apart from,(前) 〜を除いて,B1,prep,Apart from that everything is fine.
(prep.) in terms of,(前) 〜の点では,B1,prep,In terms of quality this is the best.
(n.) acquisition,(名) 習得,B2,noun,Language acquisition takes time.
(n.) alleviation,(名) 緩和,B2,noun,Pain alleviation is the doctor's priority.
(n.) allocation,(名) 配分,B2,noun,Budget allocation needs careful planning.
(n.) ambiguity,(名) 曖昧さ,B2,noun,Ambiguity in language can cause misunderstanding.
(n.) analogy,(名) 類推,B2,noun,She used an analogy to explain the concept.
(n.) anticipation,(名) 予期,B2,noun,She waited in anticipation.
(n.) autonomy,(名) 自律,B2,noun,Students need autonomy to grow.
(n.) bias,(名) 偏見,B2,noun,Be aware of your own bias.
(n.) burden,(名) 負担,B2,noun,The tax is a burden on families.
(n.) circumstance,(名) 状況・事情,B2,noun,The circumstances were difficult.
(n.) cognitive,(名) 認知（的なもの）,B2,noun,Cognitive skills develop with age.
(n.) coherence,(名) 一貫性,B2,noun,The essay lacks coherence.
(n.) commodity,(名) 商品,B2,noun,Oil is a valuable commodity.
(n.) complexity,(名) 複雑さ,B2,noun,The complexity of the problem is high.
(n.) compliance,(名) 遵守,B2,noun,Compliance with the rules is required.
(n.) compromise,(名) 妥協,B2,noun,They reached a compromise.
(n.) consistency,(名) 一貫性,B2,noun,Consistency is key in language learning.
(n.) constraint,(名) 制約,B2,noun,Budget constraints limit our options.
(n.) curriculum,(名) カリキュラム,B2,noun,The curriculum covers all key skills.
(n.) deficiency,(名) 欠乏,B2,noun,Vitamin D deficiency is common.
(n.) dilemma,(名) ジレンマ,B2,noun,She faced a moral dilemma.
(n.) discourse,(名) 談話,B2,noun,Academic discourse requires precision.
(n.) disparity,(名) 格差,B2,noun,There is a wide disparity in income.
(n.) equity,(名) 公平,B2,noun,We need equity in the education system.
(n.) ethical,(名) 倫理,B2,noun,There are ethical concerns about this research.
(n.) exploitation,(名) 搾取,B2,noun,Workers protested against exploitation.
(n.) feasibility,(名) 実現可能性,B2,noun,We studied the feasibility of the plan.
(n.) framework,(名) 枠組み,B2,noun,She proposed a new conceptual framework.
(n.) hypothesis,(名) 仮説,B2,noun,The scientist tested her hypothesis.
(n.) ideology,(名) イデオロギー,B2,noun,Political ideology shapes policy.
(n.) implication,(名) 含意,B2,noun,Consider the implications of this decision.
(n.) inadequacy,(名) 不十分さ,B2,noun,He felt a sense of inadequacy.
(n.) incentive,(名) 動機付け,B2,noun,Financial incentives motivate workers.
(n.) inconsistency,(名) 矛盾,B2,noun,The report contains some inconsistencies.
(n.) integrity,(名) 誠実さ,B2,noun,She is known for her integrity.
(n.) intervention,(名) 介入,B2,noun,Early intervention is important in education.
(n.) legitimacy,(名) 正当性,B2,noun,The decision lacked legitimacy.
(n.) mechanism,(名) メカニズム,B2,noun,We need a better feedback mechanism.
(n.) merit,(名) 長所,B2,noun,The plan has many merits.
(n.) methodology,(名) 方法論,B2,noun,Her methodology was well-designed.
(n.) misconception,(名) 誤解,B2,noun,There is a common misconception about this.
(n.) nuance,(名) ニュアンス,B2,noun,Language is full of nuance.
(n.) paradigm,(名) パラダイム,B2,noun,A paradigm shift changed the field.
(n.) perception,(名) 認識,B2,noun,Her perception of the situation changed.
(n.) premise,(名) 前提,B2,noun,The premise of the argument is flawed.
(n.) prerequisite,(名) 前提条件,B2,noun,A degree is a prerequisite for this job.
(n.) redundancy,(名) 冗長さ,B2,noun,Remove redundancy from your writing.
(n.) reinforcement,(名) 強化,B2,noun,Positive reinforcement helps learning.
(n.) resilience,(名) 回復力,B2,noun,Children need to develop resilience.
(n.) rhetoric,(名) 修辞,B2,noun,Politicians often use persuasive rhetoric.
(n.) skepticism,(名) 懐疑主義,B2,noun,Healthy skepticism is valuable in science.
(n.) sophistication,(名) 洗練さ,B2,noun,Her writing shows great sophistication.
(n.) speculation,(名) 推測,B2,noun,There is a lot of speculation about the cause.
(n.) stereotype,(名) ステレオタイプ,B2,noun,Avoid using stereotypes.
(n.) transformation,(名) 変容,B2,noun,The city underwent a major transformation.
(n.) transparency,(名) 透明性,B2,noun,Transparency builds public trust.
(n.) uncertainty,(名) 不確実性,B2,noun,There is great uncertainty about the future.
(n.) vulnerability,(名) 脆弱性,B2,noun,The vulnerability of the system was exposed.
(v.) accommodate,(動) 収容する・対応する,B2,verb,We can accommodate up to fifty guests.
(v.) adhere,(動) 従う,B2,verb,Adhere to the rules at all times.
(v.) alleviate,(動) 緩和する,B2,verb,This medicine will alleviate the pain.
(v.) anticipate,(動) 予期する,B2,verb,We did not anticipate this problem.
(v.) articulate,(動) 明確に表現する,B2,verb,She articulated her ideas clearly.
(v.) attribute,(動) 〜のせいにする,B2,verb,She attributed her success to hard work.
(v.) cease,(動) やめる,B2,verb,They ceased all operations.
(v.) clarify,(動) 明確にする,B2,verb,Please clarify your position.
(v.) collaborate,(動) 共同作業する,B2,verb,They collaborated on the project.
(v.) compensate,(動) 補償する,B2,verb,He compensated her for the damage.
(v.) contend,(動) 主張する,B2,verb,She contends that the policy is unfair.
(v.) contradict,(動) 矛盾する,B2,verb,Your argument contradicts the evidence.
(v.) convey,(動) 伝える,B2,verb,She conveyed the message clearly.
(v.) correlate,(動) 相関する,B2,verb,Income and health often correlate.
(v.) critique,(動) 批評する,B2,verb,She critiqued the proposal carefully.
(v.) deduce,(動) 推論する,B2,verb,We can deduce the answer from the data.
(v.) discriminate,(動) 区別する・差別する,B2,verb,We must not discriminate against anyone.
(v.) elaborate,(動) 詳しく述べる,B2,verb,Could you elaborate on your point?
(v.) eliminate,(動) 排除する,B2,verb,We need to eliminate waste.
(v.) enforce,(動) 施行する,B2,verb,The new rule will be enforced next month.
(v.) enhance,(動) 高める,B2,verb,Technology can enhance learning.
(v.) exemplify,(動) 例を示す,B2,verb,She exemplified the concept with a story.
(v.) facilitate,(動) 促進する,B2,verb,Technology facilitates communication.
(v.) formulate,(動) 考え出す,B2,verb,She formulated a new strategy.
(v.) foster,(動) 育む,B2,verb,We should foster creativity in students.
(v.) hypothesize,(動) 仮説を立てる,B2,verb,Scientists hypothesize about the cause.
(v.) infer,(動) 推論する,B2,verb,We can infer the meaning from context.
(v.) integrate,(動) 統合する,B2,verb,Integrate new vocabulary into your writing.
(v.) justify,(動) 正当化する,B2,verb,She justified her decision.
(v.) mitigate,(動) 緩和する,B2,verb,We must mitigate the effects of climate change.
(v.) negate,(動) 否定する,B2,verb,The new evidence negated their theory.
(v.) perceive,(動) 知覚する,B2,verb,She perceived the danger early.
(v.) perpetuate,(動) 持続させる,B2,verb,This attitude perpetuates inequality.
(v.) prioritize,(動) 優先する,B2,verb,Prioritize health above all.
(v.) reinforce,(動) 強化する,B2,verb,Praise reinforces positive behavior.
(v.) speculate,(動) 推測する,B2,verb,Experts speculate about the cause.
(v.) synthesize,(動) 統合する,B2,verb,She synthesized information from many sources.
(v.) validate,(動) 検証する,B2,verb,The results validated her hypothesis.
(adj.) ambiguous,(形) 曖昧な,B2,adj,The instructions were ambiguous.
(adj.) comprehensive,(形) 包括的な,B2,adj,She wrote a comprehensive report.
(adj.) concise,(形) 簡潔な,B2,adj,Please give a concise answer.
(adj.) consequential,(形) 重要な,B2,adj,This is a consequential decision.
(adj.) contradictory,(形) 矛盾した,B2,adj,The results were contradictory.
(adj.) counterproductive,(形) 逆効果の,B2,adj,That approach is counterproductive.
(adj.) deliberate,(形) 意図的な,B2,adj,That was a deliberate choice.
(adj.) empirical,(形) 経験的な,B2,adj,We need empirical evidence.
(adj.) equitable,(形) 公平な,B2,adj,The system should be equitable.
(adj.) explicit,(形) 明示的な,B2,adj,Please give explicit instructions.
(adj.) implicit,(形) 暗黙の,B2,adj,There was an implicit agreement.
(adj.) inherent,(形) 固有の,B2,adj,There are inherent risks in this plan.
(adj.) intrinsic,(形) 本質的な,B2,adj,She has an intrinsic motivation to learn.
(adj.) obscure,(形) 不明瞭な,B2,adj,The meaning of this poem is obscure.
(adj.) pervasive,(形) 広まった,B2,adj,Social media has a pervasive influence.
(adj.) plausible,(形) もっともらしい,B2,adj,That seems like a plausible explanation.
(adj.) profound,(形) 深い,B2,adj,She had a profound understanding of the topic.
(adj.) progressive,(形) 進歩的な,B2,adj,She holds progressive views.
(adj.) rigorous,(形) 厳密な,B2,adj,The test was rigorous.
(adj.) straightforward,(形) 分かりやすい,B2,adj,The instructions were straightforward.
(adj.) subjective,(形) 主観的な,B2,adj,Beauty is subjective.
(adj.) tangible,(形) 具体的な,B2,adj,There are no tangible benefits yet.
(adj.) unprecedented,(形) 前例のない,B2,adj,This is an unprecedented situation.
(adj.) viable,(形) 実行可能な,B2,adj,Is this a viable solution?
(adv.) considerably,(副) かなり,B2,adv,Her performance improved considerably.
(adv.) conversely,(副) 逆に,B2,adv,Conversely more study led to better results.
(adv.) explicitly,(副) 明示的に,B2,adv,She explicitly stated her opinion.
(adv.) implicitly,(副) 暗黙のうちに,B2,adv,He implicitly agreed to the terms.
(adv.) inherently,(副) 本質的に,B2,adv,The approach is inherently flawed.
(adv.) predominantly,(副) 主に,B2,adv,The school is predominantly female.
(adv.) rigorously,(副) 厳密に,B2,adv,She was rigorously trained.
(adv.) substantially,(副) 実質的に,B2,adv,Performance improved substantially.
(phr.) as opposed to,(句) 〜とは対照的に,B2,phrase,As opposed to theory this is practice.
(phr.) by no means,(句) 決して〜ない,B2,phrase,This is by no means easy.
(phr.) in light of,(句) 〜を踏まえて,B2,phrase,In light of the evidence we must reconsider.
(phr.) take into account,(句) 〜を考慮する,B2,phrase,Take into account all the risks.
(phr.) with regard to,(句) 〜に関して,B2,phrase,With regard to your question I agree.
(conj.) in that,(接) 〜という点で,B2,conj,It is useful in that it saves time.
(conj.) whereby,(接) それによって,B2,conj,A system whereby students can learn.
(prep.) notwithstanding,(前) 〜にもかかわらず,B2,prep,Notwithstanding the risks she continued.
(prep.) with respect to,(前) 〜に関して,B2,prep,With respect to your proposal I agree.
(n.) apple,(名) りんご,A1,noun,She ate a red apple for lunch.
(n.) bread,(名) パン,A1,noun,He baked fresh bread this morning.
(n.) cat,(名) 猫,A1,noun,The cat sat on the mat.
(n.) coffee,(名) コーヒー,A1,noun,He needs coffee to wake up.
(n.) coat,(名) コート,A1,noun,She lost her coat on the bus.
(n.) dog,(名) 犬,A1,noun,The dog runs in the park.
(n.) egg,(名) 卵,A1,noun,He boiled two eggs for breakfast.
(n.) eye,(名) 目,A1,noun,Keep your eyes on the road.
(n.) moon,(名) 月,A1,noun,The moon shines at night.
(n.) neck,(名) 首,A1,noun,The giraffe has a long neck.
(n.) plane,(名) 飛行機,A1,noun,We flew by plane to Osaka.
(n.) shoe,(名) 靴,A1,noun,She bought new shoes yesterday.
(n.) wall,(名) 壁,A1,noun,He painted the wall white.
(n.) woman,(名) 女性,A1,noun,The woman smiled at me.
(n.) zoo,(名) 動物園,A1,noun,She saw a giraffe at the zoo.
(n.) film,(名) 映画,A2,noun,Did you enjoy the film last night?
(n.) forest,(名) 森,A2,noun,The forest is full of wildlife.
(n.) goal,(名) 目標,A2,noun,Set a clear goal and work toward it.
(n.) growth,(名) 成長,A2,noun,Personal growth is important.
(n.) wind,(名) 風,A2,noun,A cold wind blew from the north.
(n.) attitude,(名) 態度,B1,noun,His positive attitude helped the team.
(n.) awareness,(名) 意識,B1,noun,Her awareness of others' feelings is high.
(n.) barrier,(名) 障壁,B1,noun,They broke down cultural barriers.
(n.) benefit,(名) 利点,B1,noun,Regular exercise has many benefits.
(n.) campaign,(名) キャンペーン,B1,noun,The campaign was very successful.
(n.) category,(名) カテゴリー,B1,noun,Which category does this belong to?
(n.) challenge,(名) 挑戦,B1,noun,Learning English is a great challenge.
(n.) commitment,(名) 責任,B1,noun,She showed great commitment.
(n.) concept,(名) 概念,B1,noun,Explain this concept in simple terms.
(n.) confidence,(名) 自信,B1,noun,Practice builds confidence.
(n.) conflict,(名) 対立,B1,noun,The conflict was resolved peacefully.
(n.) creativity,(名) 創造性,B1,noun,She shows great creativity in her art.
(n.) crisis,(名) 危機,B1,noun,The company faced a financial crisis.
(n.) criticism,(名) 批判,B1,noun,Constructive criticism helps you improve.
(n.) debate,(名) 討論,B1,noun,The debate lasted two hours.
(n.) demand,(名) 需要,B1,noun,The demand for engineers is growing.
(n.) democracy,(名) 民主主義,B1,noun,Democracy allows free elections.
(n.) device,(名) 機器,B1,noun,She uses a mobile device every day.
(n.) diet,(名) 食事,B1,noun,A balanced diet is essential.
(n.) discovery,(名) 発見,B1,noun,The discovery changed medicine.
(n.) diversity,(名) 多様性,B1,noun,Diversity enriches our community.
(n.) document,(名) 書類,B1,noun,Sign and return this document.
(n.) emotion,(名) 感情,B1,noun,Music can express complex emotions.
(n.) emphasis,(名) 強調,B1,noun,She put emphasis on pronunciation.
(n.) evidence,(名) 証拠,B1,noun,The evidence points to climate change.
(n.) expression,(名) 表現,B1,noun,His facial expression showed surprise.
(n.) foundation,(名) 基盤,B1,noun,Grammar is the foundation of English.
(n.) freedom,(名) 自由,B1,noun,Freedom of expression is protected by law.
(n.) generation,(名) 世代,B1,noun,The next generation will face new challenges.
(n.) impact,(名) 影響,B1,noun,Her speech had a huge impact.
(n.) independence,(名) 独立,B1,noun,She fought for her independence.
(n.) influence,(名) 影響,B1,noun,Music has a big influence on mood.
(n.) justice,(名) 正義,B1,noun,We all deserve justice.
(n.) motivation,(名) 動機,B1,noun,What is your motivation for learning?
(n.) network,(名) ネットワーク,B1,noun,Build a professional network early.
(n.) observation,(名) 観察,B1,noun,Her observation was very accurate.
(n.) participation,(名) 参加,B1,noun,Participation in class improves learning.
(n.) perspective,(名) 視点,B1,noun,Try to see things from their perspective.
(n.) priority,(名) 優先事項,B1,noun,Family is her top priority.
(n.) process,(名) プロセス,B1,noun,Learning is a gradual process.
(n.) profession,(名) 職業,B1,noun,She chose the profession of teaching.
(n.) reform,(名) 改革,B1,noun,Educational reform is needed.
(n.) regulation,(名) 規制,B1,noun,New regulations protect the environment.
(n.) responsibility,(名) 責任,B1,noun,She takes her responsibilities seriously.
(n.) sector,(名) 部門,B1,noun,The private sector is growing fast.
(n.) strategy,(名) 戦略,B1,noun,A clear strategy is essential.
(n.) sustainability,(名) 持続可能性,B1,noun,Sustainability is a global challenge.
(n.) trend,(名) トレンド,B1,noun,She follows the latest trends.
(n.) welfare,(名) 福祉,B1,noun,Child welfare is a government priority.
(v.) assess,(動) 評価する,B1,verb,The teacher assessed each student.
(v.) communicate,(動) 伝達する,B1,verb,Learn to communicate clearly.
(v.) concentrate,(動) 集中する,B1,verb,I find it hard to concentrate in noise.
(v.) conclude,(動) 結論づける,B1,verb,She concluded her speech powerfully.
(v.) confirm,(動) 確認する,B1,verb,Please confirm your booking.
(v.) convince,(動) 説得する,B1,verb,He convinced me to try harder.
(v.) decrease,(動) 減少する,B1,verb,Pollution levels have decreased.
(v.) demonstrate,(動) 示す,B1,verb,She demonstrated the correct pronunciation.
(v.) depend,(動) 依存する,B1,verb,Your score depends on your effort.
(v.) detect,(動) 発見する,B1,verb,Early detection saves lives.
(v.) enable,(動) 可能にする,B1,verb,This app enables fast translation.
(v.) evaluate,(動) 評価する,B1,verb,We evaluated the results carefully.
(v.) examine,(動) 調べる,B1,verb,She examined the evidence.
(v.) expand,(動) 拡張する,B1,verb,The school will expand next year.
(v.) explore,(動) 探索する,B1,verb,She loves to explore new ideas.
(v.) focus,(動) 集中する,B1,verb,Focus on quality not quantity.
(v.) generate,(動) 生み出す,B1,verb,Good ideas generate opportunities.
(v.) identify,(動) 特定する,B1,verb,Identify the key vocabulary first.
(v.) implement,(動) 実施する,B1,verb,The new plan was implemented last year.
(v.) indicate,(動) 示す,B1,verb,The arrow indicates the direction.
(v.) maintain,(動) 維持する,B1,verb,Maintain eye contact when speaking.
(v.) obtain,(動) 得る,B1,verb,She obtained a scholarship.
(v.) overcome,(動) 克服する,B1,verb,Overcome your fear of making mistakes.
(v.) predict,(動) 予測する,B1,verb,Can you predict the next word?
(v.) promote,(動) 促進する,B1,verb,We promote healthy habits.
(v.) protect,(動) 守る,B1,verb,Protect your eyes in bright sunlight.
(v.) provide,(動) 提供する,B1,verb,She provided helpful feedback.
(v.) recognize,(動) 認識する,B1,verb,I recognized the tune immediately.
(v.) reduce,(動) 減らす,B1,verb,Reduce screen time before bed.
(v.) restrict,(動) 制限する,B1,verb,Speed is restricted in school zones.
(v.) reveal,(動) 明らかにする,B1,verb,The report revealed surprising findings.
(v.) survive,(動) 生き残る,B1,verb,She survived the difficult year.
(n.) alleviation,(名) 緩和,B2,noun,Stress alleviation techniques are useful.
(n.) allocation,(名) 配分,B2,noun,Resource allocation affects outcomes.
(n.) ambiguity,(名) 曖昧さ,B2,noun,Legal texts often contain ambiguity.
(n.) anticipation,(名) 予期,B2,noun,There was great anticipation before the event.
(n.) autonomy,(名) 自律,B2,noun,Teachers need professional autonomy.
(n.) bias,(名) 偏見,B2,noun,Cognitive bias affects our decisions.
(n.) burden,(名) 負担,B2,noun,The burden of proof is on the claimant.
(n.) circumstance,(名) 事情,B2,noun,Under these circumstances we must adapt.
(n.) coherence,(名) 一貫性,B2,noun,Coherence makes writing easier to follow.
(n.) complexity,(名) 複雑さ,B2,noun,The complexity of the task surprised everyone.
(n.) compromise,(名) 妥協,B2,noun,Both sides agreed to a compromise.
(n.) constraint,(名) 制約,B2,noun,Time constraints made the project hard.
(n.) curriculum,(名) カリキュラム,B2,noun,The curriculum was updated last year.
(n.) dilemma,(名) ジレンマ,B2,noun,She faced an ethical dilemma.
(n.) discourse,(名) 談話,B2,noun,Academic discourse demands clarity.
(n.) disparity,(名) 格差,B2,noun,There is a disparity between rich and poor.
(n.) equity,(名) 公平,B2,noun,Equity in education benefits all students.
(n.) feasibility,(名) 実現可能性,B2,noun,We need to check the feasibility first.
(n.) framework,(名) 枠組み,B2,noun,Use a clear framework to plan your essay.
(n.) hypothesis,(名) 仮説,B2,noun,The experiment tested the hypothesis.
(n.) implication,(名) 含意,B2,noun,Think about the long-term implications.
(n.) incentive,(名) 動機付け,B2,noun,A bonus is a strong incentive.
(n.) integrity,(名) 誠実さ,B2,noun,Academic integrity is essential.
(n.) intervention,(名) 介入,B2,noun,Government intervention can help.
(n.) mechanism,(名) メカニズム,B2,noun,Feedback is a learning mechanism.
(n.) misconception,(名) 誤解,B2,noun,Let's correct this common misconception.
(n.) nuance,(名) ニュアンス,B2,noun,Translators must capture nuance.
(n.) perception,(名) 認識,B2,noun,Perception shapes our understanding.
(n.) resilience,(名) 回復力,B2,noun,She showed remarkable resilience.
